word,category,confidence,rationale
rational,other,0.85,Refers to logical thinking as opposed to emotional
depressive,emotion,0.95,Directly related to negative emotional state
dampens,cost,0.75,Implies reduction in effectiveness or impact
conflicts,fairness,0.8,Often involves issues of fairness and competing interests
stronger,other,0.85,Comparative term without clear category alignment
fixates,emotion,0.75,Often implies emotional or psychological focus
violating,fairness,0.85,Related to breaking rules or principles of fairness
internal,other,0.9,Neutral descriptive term
motivation,emotion,0.8,Related to emotional drive and psychological state
chose,other,0.9,Neutral action verb
let,other,0.95,"Basic verb with no emotional, fairness, or cost implications"
securing,cost,0.75,Often related to resource protection and risk management
outweighing,cost,0.85,Related to trade-offs and comparing relative costs/benefits
driving,other,0.9,"Action verb not specifically related to emotion, fairness, or cost"
impulse,emotion,0.85,Refers to sudden emotional urges or reactions
rather,other,0.95,"Adverb indicating preference, not specifically related to main categories"
paradoxically,other,0.95,"Describes logical relationship, not related to main categories"
overwhelming,emotion,0.9,Describes intense emotional state or feeling
refuse,other,0.85,Action verb not specifically tied to main categories
tolerate,emotion,0.75,Implies emotional capacity to accept or endure
dissipates,other,0.85,"Describes gradual reduction, not specific to main categories"
personally,other,0.9,Adverb indicating individual perspective
right,fairness,0.8,Often used in context of justice and fairness
costing,cost,0.95,Directly related to expenses and resource usage
hoard,cost,0.75,Related to resource management and allocation
heart,emotion,0.85,Often used metaphorically for emotional states
rumination,emotion,0.85,Refers to emotional thought processes
clearly,other,0.95,"Adverb indicating clarity, not related to main categories"
pragmatism,other,0.85,"Philosophical approach, not specific to main categories"
free,cost,0.85,Related to price and resource expenditure
pholding,other,0.9,"Unclear term, cannot categorize into main categories"
normal,other,0.9,Descriptive term not specific to main categories
mixed,other,0.9,General descriptive term not specific to main categories
pay,cost,0.95,Directly related to expenses and resource expenditure
deficit,cost,0.9,Related to resource shortage or financial loss
close,other,0.85,General term not specific to main categories
excitement,emotion,0.95,Direct emotional state
unease,emotion,0.9,Describes emotional state of discomfort
processing,cost,0.75,Often related to computational resources and effort
stand,other,0.9,Action verb not specific to main categories
perfect,other,0.85,Descriptive term not specific to main categories
specially,other,0.9,Adverb not specific to main categories
immediately,other,0.95,Temporal descriptor that doesn't fit the main categories
passivity,emotion,0.75,Describes a passive emotional or behavioral state
practical,cost,0.8,Related to resource efficiency and feasibility
registers,other,0.9,Technical/neutral term not fitting main categories
uplift,emotion,0.85,Implies positive emotional elevation or improvement
screams,emotion,0.95,Strong emotional expression
gets,other,0.95,Generic verb not specific to any category
unequal,fairness,0.95,Directly related to equality/inequality concepts
resentment,emotion,0.95,Clear negative emotion
prevent,other,0.9,Action verb not specific to main categories
naturally,other,0.9,Descriptor not fitting main categories
spending,cost,0.95,Directly related to resource expenditure
alignment,other,0.85,Technical term not specific to main categories
can,other,0.95,Auxiliary verb not specific to any category
share,other,0.85,General action verb not specific to categories
go,other,0.95,Basic verb not specific to any category
stems,other,0.9,Generic verb not fitting main categories
witnessing,other,0.85,Observational term not specific to categories
hyper,emotion,0.75,Often used to describe heightened emotional states
wasteful,cost,0.9,Related to inefficient resource usage
small,other,0.9,Size descriptor not specific to main categories
inherent,other,0.9,Descriptive term not fitting main categories
dampened,emotion,0.85,Implies reduction in emotional intensity
worse,other,0.8,Comparative term that could apply to any category
displeasure,emotion,0.95,Clear negative emotion
asserting,other,0.85,Action verb not specific to main categories
per,other,0.95,Preposition not fitting any category
retaliation,emotion,0.8,Often driven by negative emotions like anger
recognition,fairness,0.75,Often related to fair acknowledgment and representation
metrics,cost,0.8,Related to measuring resources and performance
airness,other,0.95,Appears to be a misspelling or technical term not clearly related to any category
rejection,emotion,0.85,Often associated with negative emotional response and feelings of being unwanted
tense,emotion,0.9,Describes an emotional state of anxiety or stress
indignation,emotion,0.95,Strong emotional response of anger at perceived unfairness
norm,other,0.85,"Refers to standard or typical behavior, not specifically tied to any category"
task,other,0.95,Neutral term referring to work or activity
past,other,0.95,"Temporal reference, not specific to any category"
dislike,emotion,0.9,Expresses negative emotional reaction or feeling
stable,other,0.85,"Describes consistency or reliability, not specifically emotional, fair, or cost-related"
contentment,emotion,0.95,Directly describes a positive emotional state
fixation,other,0.8,"Refers to focused attention or obsession, not clearly fitting any category"
floods,other,0.95,"Physical phenomenon, not related to emotions, fairness, or costs"
rectifying,fairness,0.8,Implies correcting something to make it right or fair
leaves,other,0.95,Generic term not related to any category
however,other,0.95,"Conjunction word, not related to any category"
drivers,other,0.9,"Refers to causing factors or actual drivers, not related to categories"
penalizing,cost,0.85,Implies negative consequence or cost imposition
profit,cost,0.9,Directly related to financial costs and benefits
efficient,cost,0.85,Related to resource optimization and cost reduction
highly,other,0.95,Modifier word not specific to any category
others,other,0.95,Generic reference term not specific to any category
volatile,other,0.8,Describes instability but not clearly fitting any category
jarring,emotion,0.8,"Describes something shocking or disturbing, causing emotional discomfort"
righteousness,fairness,0.85,Related to moral correctness and justice
system,other,0.95,"Generic term for organized structure, not specific to any category"
suggest,other,0.95,Action verb not specific to any category
threshold,other,0.9,Technical term not specific to any category
prosociality,fairness,0.8,Related to positive social behavior and fairness in social interactions
rejects,emotion,0.85,"Similar to rejection, implies emotional response and negative feelings"
enforced,fairness,0.8,Related to implementing rules and ensuring fair treatment
cathartic,emotion,0.95,Refers to emotional release or purging of emotional tension
contradict,other,0.85,"Refers to logical opposition rather than emotion, fairness, or cost"
fists,other,0.9,"Physical body part, though can be associated with anger, primary meaning is neutral"
lessens,cost,0.75,"Implies reduction in intensity or quantity, often related to cost or resource usage"
return,other,0.85,"Generic action word not specifically tied to emotion, fairness, or cost"
easy,cost,0.8,"Related to effort and resource expenditure, opposite of costly"
body,other,0.95,"Physical entity, not specifically related to emotion, fairness, or cost"
symbolic,other,0.9,"Refers to representation or meaning, not specifically emotional, fair, or costly"
eart,other,0.95,Appears to be a typo or incomplete word
thought,other,0.85,"Cognitive process, not specifically emotional, fair, or costly"
subsides,emotion,0.8,Often used to describe diminishing emotional or physical intensity
trivial,cost,0.85,"Relates to effort/resource requirements, indicating minimal cost or complexity"
benchmark,cost,0.9,Related to measuring performance and resource usage
won,other,0.85,"Outcome-related term, not specifically emotional, fair, or costly"
round,other,0.95,"Shape or cycle descriptor, not related to emotion, fairness, or cost"
male,fairness,0.85,"Gender-related term, often relevant in discussions of fairness and representation"
regret,emotion,0.95,Clear negative emotion involving disappointment or remorse
times,other,0.9,"Generic temporal reference, not specifically emotional, fair, or costly"
g,other,0.95,"Single letter, no clear meaning in isolation"
engagement,other,0.75,Could relate to multiple categories but primarily refers to involvement or interaction
overall,other,0.9,"General summary term, not specific to emotion, fairness, or cost"
noticeable,other,0.85,"Perceptibility descriptor, not specifically emotional, fair, or costly"
greedily,emotion,0.85,Describes emotional state or motivation related to excessive desire
innate,other,0.9,"Refers to inherent qualities, not specifically emotional, fair, or costly"
fueled,cost,0.8,Related to resource consumption and energy
bitterness,emotion,0.95,Strong negative emotion of resentment or anger
acute,other,0.85,"Intensity descriptor, not specifically emotional, fair, or costly"
e,other,0.95,"Single letter, no clear meaning in isolation"
combined,other,0.9,"Action of joining or mixing, not specifically emotional, fair, or costly"
compel,other,0.85,"Force or persuasion-related term, not specifically emotional, fair, or costly"
effortless,cost,0.85,"Relates to ease of effort/resource expenditure, opposite of costly effort"
exists,other,0.95,"Neutral state of being, doesn't fit main categories"
lowers,cost,0.8,"Implies reduction in resources, expenses or overhead"
negotiable,cost,0.85,Related to price/cost flexibility and trade-offs
maintains,other,0.9,Neutral word about keeping status quo
crosses,other,0.95,"Neutral action verb, doesn't fit main categories"
justifies,fairness,0.85,"Related to justice, fairness and reasoning"
cools,emotion,0.75,Can refer to emotional calming or temperature reduction
strength,other,0.8,"General capability term, doesn't clearly fit categories"
fueling,cost,0.75,Related to resources and energy expenditure
provided,other,0.95,Neutral verb about giving/supplying
stingy,cost,0.85,Related to reluctance to spend resources/money
energizes,emotion,0.8,Creates positive emotional/mental state
order,other,0.9,General term about arrangement/sequence
occurred,other,0.95,Neutral verb about happening/taking place
reflecting,other,0.85,General term about thinking/consideration
purposeful,other,0.8,"About intention/determination, doesn't fit main categories"
matters,other,0.85,General term about importance/relevance
instinct,emotion,0.75,Related to emotional/gut reactions
objectively,fairness,0.85,Related to being unbiased and impartial
ustice,fairness,0.9,Appears to be misspelling of 'justice'
disruption,cost,0.8,Implies negative impact and consequences
allocate,cost,0.9,About distribution of resources
aligned,other,0.85,"About arrangement/agreement, doesn't fit main categories"
corrected,other,0.85,"About fixing/adjusting, doesn't fit main categories"
linger,cost,0.75,Implies time consumption/delay
adheres,other,0.9,About following/sticking to something
notice,other,0.85,About observation/awareness
dominate,fairness,0.8,Related to power imbalance and inequality
averages,other,0.9,"Mathematical/statistical term, doesn't fit main categories"
enough,other,0.95,"General quantifier that doesn't specifically relate to emotion, fairness, or cost"
game,other,0.95,"General noun without specific emotional, fairness, or cost implications"
intolerance,fairness,0.9,"Related to bias, prejudice, and unfair treatment of others"
actions,other,0.95,General term for activities or behaviors without specific categorization
cutoff,cost,0.85,Implies a resource limitation or constraint
stability,cost,0.8,Related to system reliability and maintenance costs
acted,other,0.95,"General verb without specific emotional, fairness, or cost implications"
intentional,other,0.85,Describes purposeful action without specific categorization
upon,other,0.99,Preposition without specific categorization
offers,other,0.9,General verb without specific categorization
returns,cost,0.75,Can relate to resource efficiency or outcomes
chest,other,0.95,Concrete noun without specific categorization
distribution,fairness,0.85,Often related to equal allocation and fairness considerations
softens,emotion,0.75,Implies emotional moderation or gentleness
finds,other,0.95,General verb without specific categorization
gains,cost,0.8,Related to resources and benefits acquired
burn,cost,0.85,Often refers to resource consumption or waste
individualist,fairness,0.8,Related to individual rights and equality considerations
exploit,fairness,0.9,Implies unfair treatment or taking advantage
intolerable,emotion,0.85,Expresses strong negative emotional reaction
caps,cost,0.85,Refers to limitations on resources or capacity
outweigh,cost,0.8,Related to cost-benefit analysis and trade-offs
hurts,emotion,0.9,Expresses pain or negative emotional impact
win,emotion,0.75,Often associated with positive emotions like joy or satisfaction
resilience,cost,0.85,Related to system stability and resource management
leans,other,0.9,General verb without specific categorization
fully,other,0.95,General adverb without specific categorization
explain,other,0.95,General verb without specific categorization
violated,fairness,0.85,Implies breach of justice or fair treatment
agitating,emotion,0.9,Describes emotional disturbance or upset
betray,emotion,0.85,Implies emotional breach of trust and can trigger strong negative feelings
desire,emotion,0.9,Represents a strong emotional want or yearning
key,other,0.95,Neutral term indicating importance or essential nature
difficulty,cost,0.8,Represents effort required or challenge that needs resources to overcome
react,emotion,0.95,"Listed in emotion seed list, relates to emotional response"
correction,other,0.85,Neutral term about fixing or adjusting something
rosocial,other,0.99,"Unclear term, doesn't fit clearly in any category"
offsetting,cost,0.75,Related to balancing costs or resources
exactly,other,0.95,Neutral adverb indicating precision
ike,other,0.99,"Unclear term, doesn't fit any category"
motives,other,0.8,Refers to reasons or intentions behind actions
earns,cost,0.85,Related to financial or resource gain
expectation,emotion,0.7,Can involve emotional anticipation or hope
generally,other,0.95,Neutral adverb indicating broad application
closure,emotion,0.85,Often associated with emotional resolution
energized,emotion,0.9,Describes positive emotional and physical state
ease,cost,0.75,Related to reduced effort or resource requirement
far,other,0.9,Neutral term indicating distance or extent
principled,fairness,0.85,Related to moral fairness and justice
concern,emotion,0.8,Indicates worry or emotional investment
unchecked,other,0.75,Indicates lack of control or verification
instincts,emotion,0.8,Related to emotional and intuitive responses
predictability,cost,0.7,Related to resource planning and risk management
worthwhile,cost,0.75,Implies cost-benefit evaluation
neutrality,fairness,0.9,Related to being unbiased and impartial
settles,other,0.75,Indicates resolution or coming to rest
extremes,other,0.8,Indicates opposite ends of a spectrum
charged,emotion,0.85,Often refers to emotional intensity
enabling,other,0.8,Indicates facilitating or allowing something
impulsive,emotion,0.9,"Related to emotional, unplanned reactions"
dominance,other,0.85,"Refers to power or control rather than emotion, fairness, or cost"
stance,other,0.9,"Refers to position or attitude, not clearly fitting any of the three categories"
simulated,other,0.95,"Describes a technical process, not related to emotion, fairness, or cost"
controlled,other,0.85,Describes a state of regulation or management
hot,emotion,0.7,Can indicate emotional intensity or anger
sanctioning,cost,0.8,Related to penalties and consequences
individualism,fairness,0.75,Related to individual rights and representation
lost,emotion,0.75,Can indicate confusion or emotional disorientation
reactive,emotion,0.85,"Similar to 'react' in seed list, indicates emotional response"
clenching,emotion,0.8,Physical manifestation of emotional tension
preserves,other,0.9,Refers to maintaining or protecting something
distrust,emotion,0.95,"Opposite of 'trust' in seed list, clear emotional state"
made,other,0.95,Generic verb without specific categorization
rounds,other,0.95,"Refers to cycles or iterations, not related to main categories"
situation,other,0.9,Generic term for circumstances
briefly,other,0.95,"Time-related adverb, not fitting main categories"
broken,cost,0.75,"Implies damage or failure, similar to cost-related terms"
ut,other,0.99,Appears to be an abbreviation or fragment
increase,cost,0.8,Often related to cost or resource usage growth
better,other,0.7,Comparative term not specific to any category
short,cost,0.7,Can indicate resource limitation or insufficiency
required,cost,0.75,Implies necessary resource or effort expenditure
penalty,cost,0.95,Directly matches seed list for cost category
lack,cost,0.85,Indicates resource deficiency or limitation
subclinical,other,0.95,Medical/technical term not fitting main categories
glaring,other,0.8,Describes obviousness or visibility
erase,other,0.9,Action verb not specific to main categories
conviction,emotion,0.75,Implies strong belief or emotional certainty
emerges,other,0.9,Process-related verb not specific to main categories
vigilance,emotion,0.8,Related to alertness and emotional attention state
compared,other,0.95,"Analytical/comparative term without emotional, fairness, or cost implications"
notes,other,0.98,Neutral term referring to documentation or observations
awareness,fairness,0.85,Often used in context of fairness and understanding biases/representation
peaks,other,0.95,Technical/descriptive term referring to maximum points
didn,other,0.99,Auxiliary verb fragment without categorical meaning
offset,cost,0.8,Often used in context of balancing costs or resources
decisively,other,0.9,Describes manner of decision-making without emotional/fairness/cost implications
tenses,other,0.98,Grammatical term without relevance to target categories
eels,other,0.99,Concrete noun without relevance to target categories
consistently,other,0.95,Describes reliability/regularity without specific category implications
relieved,emotion,0.95,Directly expresses emotional state of relief
endorsing,other,0.85,Action of support/approval without clear category alignment
moderated,other,0.9,Refers to control/regulation without specific category implications
chosen,other,0.9,Refers to selection without specific category implications
regulation,fairness,0.8,Often associated with ensuring fair treatment and standards
appreciates,emotion,0.85,Implies positive emotional response or gratitude
splits,other,0.95,Technical term for division without category implications
face,other,0.85,Multiple meanings but none strongly aligned with target categories
release,other,0.9,Action word without specific category implications
mathematically,other,0.98,Technical/analytical term without category implications
deep,other,0.85,Descriptive term without specific category alignment
overwhelm,emotion,0.9,Implies emotional state of stress or being overcome
potential,other,0.85,Refers to possibility/capability without category implications
races,fairness,0.85,Often used in context of fairness and discrimination discussions
favor,fairness,0.9,Related to fairness through concepts of favoritism and bias
justify,fairness,0.85,Often used in context of fairness and justice
worsen,cost,0.8,Implies negative impact or increasing cost/burden
lowering,cost,0.85,Often used in context of reducing costs or resources
might,other,0.95,Modal verb without specific category implications
pure,other,0.9,Descriptive term without clear category alignment
channeled,other,0.85,"Refers to directing or routing something, not clearly emotional, fairness, or cost-related"
confirms,other,0.9,"Relates to verification or validation, doesn't fit primary categories"
exploiting,fairness,0.85,Implies unfair use or taking advantage of others
investment,cost,0.95,Directly relates to financial/resource expenditure
strain,cost,0.8,Implies burden or pressure on resources
dollar,cost,0.98,Direct reference to monetary cost
fee,cost,0.98,Direct reference to monetary charge
aware,other,0.75,"Relates to consciousness or knowledge, not specifically emotional, fair, or cost-related"
observing,other,0.9,"Refers to watching or monitoring, doesn't fit primary categories"
upsetting,emotion,0.95,Directly relates to negative emotional state
rewards,cost,0.85,"Related to compensation or benefits, typically involving resources"
shortchanging,fairness,0.9,Implies unfair treatment or depriving someone of their due
demanding,cost,0.8,Implies resource or effort requirements
clinical,other,0.95,"Refers to medical/scientific context, doesn't fit primary categories"
ideal,other,0.85,"Refers to perfect standard, not specifically emotional, fair, or cost-related"
compels,other,0.8,"Refers to forcing or urging action, doesn't fit primary categories"
dimension,other,0.95,"Refers to measurement or aspect, doesn't fit primary categories"
sensitive,emotion,0.85,Often relates to emotional responsiveness or vulnerability
boosts,other,0.85,"Refers to enhancement or increase, doesn't fit primary categories"
layer,other,0.95,"Refers to structural level, doesn't fit primary categories"
price,cost,0.98,Direct reference to monetary value
avoid,other,0.85,"Refers to evasion or prevention, doesn't fit primary categories"
deserved,fairness,0.9,Relates to justice and fair treatment
nullify,other,0.9,"Refers to cancellation or invalidation, doesn't fit primary categories"
fatigue,cost,0.85,Represents resource depletion or strain
activates,other,0.9,"Refers to triggering or starting, doesn't fit primary categories"
load,cost,0.9,Relates to resource burden or computational cost
consequence,cost,0.85,"Listed in cost seed list, relates to outcome or impact"
faces,other,0.85,"Could refer to encounters or surfaces, doesn't fit primary categories"
avoidance,other,0.85,"Refers to evasion or prevention, doesn't fit primary categories"
rush,emotion,0.75,"Often implies urgency or excitement, has emotional connotations"
skewed,fairness,0.85,Relates to bias and unfair representation of data or treatment
interpretation,other,0.9,"Refers to analysis or understanding, not specifically emotional, fairness, or cost-related"
calms,emotion,0.95,Directly relates to emotional state and reducing anxiety or agitation
disappointment,emotion,0.98,"Clear negative emotion, present in emotion seed list"
linked,other,0.95,"Neutral connecting word, no emotional, fairness, or cost implications"
onsistent,other,0.85,"Appears to be misspelling of 'consistent', relates to reliability rather than emotion, fairness, or cost"
inherently,other,0.9,"Describes fundamental nature, not specifically related to emotion, fairness, or cost"
sparking,emotion,0.7,Can imply excitement or triggering emotional responses
deepens,other,0.85,"Describes intensification, not specifically emotional, fairness, or cost-related"
needed,cost,0.7,Implies resource requirement or necessity
enable,other,0.9,Functional term about allowing or facilitating
white,fairness,0.75,In many contexts relates to racial identity and fairness discussions
irritating,emotion,0.95,Describes negative emotional response or feeling
around,other,0.95,"Spatial/temporal preposition with no emotional, fairness, or cost implications"
hopelessness,emotion,0.98,Strong negative emotional state
visualizes,other,0.9,Refers to making something visible or understandable
rapid,cost,0.7,Often relates to time/resource efficiency considerations
offensive,fairness,0.85,Often used in context of discriminatory or prejudicial behavior
frustrating,emotion,0.95,"Clear negative emotion, similar to 'frustrated' in seed list"
deciding,other,0.9,"Process-related term without specific emotional, fairness, or cost implications"
shouldn,other,0.95,"Partial modal verb, no specific category implications"
annoyed,emotion,0.95,Clear negative emotional state
everything,other,0.95,General term without specific category implications
hidden,other,0.85,"Describes concealment, not specifically emotional, fairness, or cost-related"
severely,other,0.8,Intensity modifier without specific category alignment
validates,other,0.85,Refers to confirmation or verification process
prior,other,0.95,Temporal term without specific category implications
impulses,emotion,0.85,Related to emotional or instinctive reactions
subdimensions,other,0.9,Technical term referring to component parts or categories
l,other,1,Single letter with no semantic meaning
purpose,other,0.95,"Refers to intention or goal, not related to emotion, fairness, or cost"
stakes,cost,0.85,"Implies risk and consequences, related to cost-benefit considerations"
intervene,other,0.9,"Action verb indicating involvement, not specifically tied to main categories"
removes,other,0.95,"Action verb, not related to emotion, fairness, or cost"
quiet,emotion,0.75,Can indicate emotional state or atmosphere
thinking,other,0.9,"Cognitive process, not specifically emotional, fairness, or cost related"
gives,other,0.95,"Basic action verb, not related to main categories"
calculations,cost,0.8,Related to computing resources and effort
lifting,other,0.95,"Physical action, not related to main categories"
denying,fairness,0.8,Can relate to exclusion or unfair treatment
nough,other,1,Appears to be a typo or incomplete word
contextual,other,0.9,"Describes situational relevance, not specific to main categories"
ven,other,1,Incomplete word or typo
effort,cost,0.95,"Directly appears in cost seed list, refers to resource expenditure"
standards,fairness,0.75,Often related to ensuring equal treatment and fairness
typical,other,0.9,"Descriptive term, not specific to main categories"
leading,other,0.95,"Action/position term, not related to main categories"
ensures,other,0.85,"Action verb indicating guarantee, not specific to main categories"
requested,other,0.95,"Action verb, not related to main categories"
buffers,cost,0.8,Related to computing resources and memory
comfort,emotion,1,"Directly appears in emotion seed list, indicates emotional state"
get,other,0.95,"Basic action verb, not related to main categories"
normally,other,0.95,"Adverb indicating typical state, not related to main categories"
allocations,cost,0.9,Related to resource distribution and usage
aq,other,1,Abbreviation or typo with no clear meaning
exclusively,fairness,0.85,"Related to exclusion and access, fairness implications"
intensifying,emotion,0.8,Suggests increasing emotional or experiential intensity
favoring,fairness,0.9,"Related to favoritism, which appears in fairness seed list"
range,other,0.9,"General term for extent or scope, not specific to main categories"
disrupting,cost,0.85,"Implies negative impact on processes or systems, causing delays or inefficiencies"
magnify,other,0.8,"Refers to increasing or amplifying something, not specifically tied to emotions, fairness, or costs"
ethical,fairness,0.95,"Directly related to moral principles and justice, strongly aligned with fairness concepts"
boosting,other,0.85,"Refers to enhancement or improvement, not specifically tied to any of the three categories"
compounded,other,0.8,"Refers to accumulation or combination, not specifically tied to the three categories"
prolong,cost,0.75,"Related to time consumption and delay, which are cost factors"
mental,emotion,0.85,Associated with psychological and emotional states
steep,cost,0.8,Often used to describe high costs or prices
dampen,emotion,0.75,Often used to describe reducing emotional intensity or excitement
follows,other,0.95,Basic action verb without specific connection to the three categories
medium,other,0.9,"Descriptive term not specifically related to emotions, fairness, or costs"
hands,other,0.95,Physical noun not related to the three categories
limit,cost,0.85,"Related to constraints and resources, often associated with costs"
peacefully,emotion,0.9,Describes a calm emotional state
leaning,other,0.9,Physical or metaphorical action not specific to the three categories
replaces,other,0.95,"Action verb not specifically related to emotions, fairness, or costs"
hits,other,0.85,Action verb not specifically related to the three categories
behavioral,emotion,0.8,Related to actions and responses often driven by emotional states
irrelevant,other,0.9,Descriptive term not specifically related to the three categories
reinforce,other,0.85,"Action verb not specifically tied to emotions, fairness, or costs"
mind,emotion,0.85,Associated with mental and emotional states
joy,emotion,1,"Direct emotion word, appears in emotion seed list"
calculated,other,0.85,"Refers to deliberate planning, not specifically tied to the three categories"
cleanly,other,0.9,"Manner adverb not related to emotions, fairness, or costs"
replaced,other,0.95,Action verb not specifically related to the three categories
way,other,0.95,"General noun not specific to emotions, fairness, or costs"
particularly,other,0.95,Adverb not specifically related to the three categories
alert,emotion,0.8,Describes a state of heightened awareness often associated with emotional arousal
lacks,cost,0.75,"Related to absence of resources or capabilities, often implies cost or deficit"
surfaces,other,0.9,"Physical noun not related to emotions, fairness, or costs"
sustain,cost,0.85,Related to resource maintenance and ongoing effort/overhead
eliminating,cost,0.8,"Implies removing/reducing something, often associated with cost/resource reduction"
preserving,cost,0.85,Related to maintaining resources and preventing loss
vindicated,emotion,0.9,Implies feeling of satisfaction or relief when proven right
heightening,emotion,0.85,Suggests intensifying feelings or reactions
jaw,other,0.95,"Physical body part, not related to main categories"
group,fairness,0.75,Often used in context of demographic groups and representation
manifests,other,0.9,General term for appearance/occurrence
clenched,emotion,0.85,Physical manifestation of emotional tension
confirm,other,0.9,Neutral verification action
dislikes,emotion,0.95,Direct expression of negative feeling
drop,cost,0.8,Often refers to reduction in resources or value
unexpected,emotion,0.85,Related to surprise and emotional reactions
utism,other,0.95,Appears to be a typo or specialized term
influences,other,0.85,General term for impact or effect
reinforced,other,0.8,General term for strengthening
weight,cost,0.8,Often used in context of computational or resource burden
conflicting,fairness,0.75,Often related to competing interests and balance
plunges,cost,0.8,"Implies dramatic decrease, often in resources or value"
prioritization,cost,0.85,Related to resource allocation and trade-offs
every,other,0.95,General quantifier
pressure,emotion,0.85,Often refers to stress or emotional burden
preventing,cost,0.75,Related to avoiding negative outcomes or resource loss
rectify,fairness,0.85,Related to correcting unfairness or injustice
power,fairness,0.8,Often discussed in context of equality and social justice
temper,emotion,0.9,Directly related to emotional state and control
zeroing,cost,0.85,Related to reducing or eliminating resources/values
socially,fairness,0.85,Related to social dynamics and group interactions
prioritized,cost,0.85,Related to resource allocation and trade-offs
affirming,fairness,0.85,Often used in context of validating identity and inclusion
reinforcement,other,0.9,"Refers to a learning or strengthening process, not primarily emotional, fairness, or cost-related"
interaction,other,0.95,"Describes communication or engagement between entities, not specifically tied to emotion, fairness, or cost"
partially,other,0.95,"Adverb indicating incompleteness, not related to primary categories"
simmering,emotion,0.85,Often used to describe suppressed anger or tension building up
ust,other,0.95,Appears to be a typo or incomplete word
watching,other,0.95,"Action verb describing observation, not specifically tied to categories"
cause,other,0.9,"Refers to reason or origin, not specifically tied to categories"
strict,other,0.8,"Describes rigid adherence to rules, could relate to fairness but not strongly enough"
contribute,other,0.9,"Action verb about adding or helping, not specifically tied to categories"
disrupted,cost,0.8,"Implies negative impact and consequences, related to cost category"
hey,other,0.95,"Greeting or interjection, not related to primary categories"
pointless,cost,0.75,"Implies waste of effort or resources, relates to cost category"
proposed,other,0.9,"Refers to suggesting or putting forward, not tied to categories"
level,other,0.9,"Refers to degree or position, not specifically tied to categories"
secondary,other,0.9,"Indicates order or importance, not tied to primary categories"
prolonged,cost,0.8,Related to time consumption and resource usage
retaliate,emotion,0.85,Implies anger and reactive behavior
helplessness,emotion,0.95,Clear emotional state of feeling powerless
female,fairness,0.85,Often used in contexts of gender representation and equality
rioritizing,other,0.95,"Appears to be a typo of 'prioritizing', not related to categories"
rarely,other,0.95,"Frequency adverb, not related to primary categories"
atisfaction,emotion,0.85,"Appears to be 'satisfaction', which is an emotional state"
helps,other,0.9,"Action verb about assistance, not specifically tied to categories"
imperative,other,0.9,"Indicates necessity or requirement, not tied to categories"
struggles,emotion,0.8,Often implies emotional difficulty or distress
initially,other,0.95,"Time-related adverb, not related to primary categories"
scenario,other,0.95,"Refers to a situation or possibility, not tied to categories"
corrective,other,0.85,"Refers to fixing or improving, not specifically tied to categories"
black,fairness,0.85,Often used in contexts of racial representation and equality
acceptable,other,0.8,"Indicates meeting standards, could relate to multiple categories but not strongly enough"
dominant,other,0.85,"Describes a position of power/control rather than emotion, fairness, or cost"
ethically,fairness,0.9,Directly related to moral justice and fair treatment
profound,other,0.8,"Describes depth/intensity but not specifically emotional, fairness, or cost-related"
role,other,0.95,Neutral term describing function or position
suspicion,emotion,0.85,Represents an emotional state of distrust or doubt
final,other,0.95,"Temporal descriptor, not related to core categories"
provoke,emotion,0.9,Implies triggering emotional reactions
jolt,emotion,0.85,Suggests sudden emotional shock or surprise
efficiently,cost,0.9,Related to resource optimization and efficiency
felt,emotion,0.95,Directly relates to emotional experience
boost,other,0.8,"Indicates improvement but not specifically emotional, fairness, or cost-related"
surprise,emotion,1,"Directly matches emotion seed list, represents emotional reaction"
reasoning,other,0.9,"Cognitive process, not emotional, fairness, or cost-related"
extra,cost,0.8,Implies additional resource or effort required
fits,other,0.9,"Describes compatibility, not related to core categories"
society,other,0.85,"General term for collective group, not specific to categories"
exacerbates,other,0.85,Describes worsening but not specific to categories
hard,cost,0.85,Implies difficulty and effort required
heighten,emotion,0.8,Often used in context of intensifying emotions
challenges,cost,0.85,Represents difficulties and potential resource demands
determination,emotion,0.85,Represents emotional resolve and commitment
loses,cost,0.8,Implies negative outcome or resource loss
deeper,other,0.9,Describes intensity/depth but not specific to categories
apathy,emotion,0.95,Represents emotional state of indifference
ambiguity,other,0.85,"Describes uncertainty but not specifically emotional, fairness, or cost-related"
svo,other,0.95,"Technical term, not related to core categories"
unresolved,other,0.85,"Describes state of incompletion, not specific to categories"
genuine,other,0.8,"Describes authenticity, not specifically related to categories"
minimizes,cost,0.85,Related to reducing resource usage or negative impact
violently,emotion,0.9,Implies intense emotional or aggressive behavior
fade,other,0.9,"Describes a physical/visual process of diminishing, not clearly aligned with emotion, fairness or cost concepts"
insult,emotion,0.85,Typically triggers negative emotional responses and is used to cause emotional harm
fixate,emotion,0.75,Related to emotional/psychological state of intense focus or obsession
aggravating,emotion,0.9,"Describes something that causes irritation or frustration, directly related to emotional response"
arises,other,0.95,"Neutral verb describing emergence or occurrence, not specific to any of the three categories"
likely,other,0.95,"Probability-related term, not specifically tied to emotion, fairness, or cost"
washes,other,0.95,"Physical action verb, not related to emotion, fairness, or cost concepts"
numerical,other,0.9,"Mathematical/technical term, not specifically related to emotion, fairness, or cost"
