word,category,confidence,rationale
sacrificing,cost,0.95,"Sacrificing relates to incurring a loss or cost, aligning with the cost seed word 'sacrifice' and the idea of trade-offs."
near,other,0.95,"Near is a spatial or relational descriptor and does not have a clear association with emotion, fairness, or cost."
sting,emotion,0.8,"Similar to 'stings,' sting evokes a sensation of pain, which can be interpreted as an emotional response."
costly,cost,1,Costly is explicitly found in the cost seed list and directly implies a high cost or expense.
passive,other,0.95,"Passive describes a behavioral state but does not directly evoke a specific emotion, fairness concern, or cost."
alleviates,other,0.7,"While 'alleviates' implies reducing a burden or discomfort (which can be emotional or cost-related), its usage is too general to clearly assign it to any one category."
satisfies,emotion,0.95,Satisfies is closely related to 'satisfied' and implies a positive emotional state.
served,other,0.95,"Served is a generic verb without specific ties to emotion, fairness, or cost concepts."
rises,other,0.9,"Rises indicates an increase, but by itself it does not clearly evoke an emotion, fairness issue, or cost factor."
higher,other,0.95,"Higher is a comparative descriptor and does not inherently express an emotion, fairness concern, or cost implication."
benefit,other,0.9,"Benefit refers to an advantage or positive outcome; although related to cost__enefit analyses, it does not explicitly fall within any of the provided seed categories."
sacrifice,cost,1,Sacrifice appears explicitly in the cost seed list and directly relates to incurring a cost or loss.
righteous,fairness,0.9,"The term 'righteous' connotes moral correctness and ethical integrity, aligning it with fairness and justice."
rage,emotion,0.95,"Rage is an intense emotion associated with anger, fitting squarely within the emotion category."
catharsis,emotion,0.9,"Catharsis refers to the process of releasing strong emotions, making it semantically aligned with emotion."
immediate,other,0.8,"While 'immediate' indicates a quick or direct temporal quality, it does not inherently relate to emotion, fairness, or cost."
dissonance,emotion,0.8,"Dissonance often refers to psychological or emotional conflict (e.g., cognitive dissonance), aligning it with negative emotional states."
eases,emotion,0.7,"The verb 'eases' suggests the alleviation of tension or discomfort, a notion often linked to emotional relief."
clear,other,0.8,"The word 'clear' is ambiguous without context and does not specifically evoke emotion, fairness, or cost."
outcomes,other,0.85,"While outcomes relate to results or consequences, they do not inherently signal emotion, fairness, or cost in the provided semantic categories."
greedy,fairness,0.8,Greedy describes a self__nterested or unfair disposition and is often used in moral judgments related to fairness.
restores,other,0.65,"Without additional context, 'restores' simply implies returning to a previous state and does not clearly signal emotion, fairness, or cost."
correct,fairness,0.85,"The idea of being 'correct' carries moral and ethical connotations (as in doing what is right), which relates it to fairness."
restoring,other,0.65,"Similar to 'restores', 'restoring' suggests a process of return or renewal without a clear tie to the specific semantic categories."
alertness,other,0.75,"Alertness relates to a state of attention or awareness and does not neatly fall under emotion, fairness, or cost."
igh,other,0.2,"The term 'igh' appears to be a misspelling or incomplete word, making its classification highly uncertain."
reduce,cost,0.85,"To 'reduce' often pertains to lowering amounts such as cost, effort, or resources, aligning it with cost-related concepts."
muted,emotion,0.7,"The descriptor 'muted' can reflect a subdued or less intense expression, which can be applied to emotional expression even if indirectly."
enacting,other,0.75,"Enacting refers to putting something into action and is too general without additional context, so it is classified as other."
principles,fairness,0.9,Principles relate to core moral or ethical values and are strongly linked to fairness and justice.
history,other,0.8,"History is a broad term for past events and does not specifically align with emotion, fairness, or cost."
predictable,other,0.8,Predictable describes an expected or reliable outcome but does not inherently connect to any of the three targeted semantic categories.
overriding,other,0.8,"Overriding indicates dominance or primary importance, a general descriptor that does not point specifically to emotion, fairness, or cost."
minor,other,0.75,"Minor is an ambiguous qualifier and, without further context, does not clearly associate with any of the provided categories."
wrong,fairness,0.85,"Wrong suggests an ethical misstep or injustice, which situates it within the fairness domain."
sense,other,0.8,"Sense is a general term referring to perception or understanding and does not clearly fall within emotion, fairness, or cost."
sustains,other,0.7,Sustains implies supporting or maintaining something but is too context__ependent to be clearly aligned with any single category.
dissatisfaction,emotion,0.9,"Dissatisfaction reflects a negative emotional state, making it a clear fit for the emotion category."
increases,other,0.8,"Increases is a general term denoting amplification or growth without clear ties to emotion, fairness, or cost."
unjust,fairness,1,"The term 'unjust' explicitly appears in the fairness seed list, directly associating it with fairness and justice."
fades,other,0.7,"Fades denotes a diminishing or lessening quality and is too general to be clearly classified under emotion, fairness, or cost."
increased,other,0.8,"Much like 'increases', 'increased' signals amplification or growth and is not specific to any of the target categories."
rationale,other,0.85,"Rationale relates to reasoning and explanation rather than an emotional, fairness, or cost concept."
uphold,fairness,0.9,"To uphold often means to support or maintain principles of justice and fairness, linking it with the fairness category."
exploitative,fairness,0.9,"Exploitative describes behavior that takes unfair advantage of others, making it a strong match for the fairness category."
releases,emotion,0.75,"Releases can invoke the notion of letting go emotionally, reminiscent of cathartic emotional release."
trait,other,0.8,"Trait is a general term describing a characteristic and does not inherently fit within emotion, fairness, or cost."
dollars,cost,1,"Dollars directly reference monetary value, placing the word squarely in the cost category."
well,other,0.8,"'Well' is a multifunctional term often used as an adverb or interjection and does not convey emotion, fairness, or cost on its own."
drives,other,0.7,Drives is a generic verb that can mean 'motivates' but lacks a clear association with any of the three categories without more context.
confronting,other,0.8,"Confronting suggests facing or challenging something; however, its meaning is too context__ependent to be tied directly to any specific category."
fuel,cost,0.8,"Fuel is a resource, similar to energy or materials, and is commonly discussed in cost/resource contexts."
harmony,emotion,0.8,"While 'harmony' can also imply balance (a fairness concept), it more typically denotes a pleasant, peaceful emotional state."
isn,other,0.95,"Appearing to be an informal contraction (likely of 'isn't'), it functions as a grammatical element rather than conveying a semantic concept."
supports,other,0.8,"Supports is a general verb meaning 'to back' or 'prop up' without an inherent link to emotion, fairness, or cost."
disapproval,emotion,0.8,"Disapproval expresses a negative emotional reaction, aligning it with the emotion category."
stays,other,0.8,Stays is a general term indicating persistence or remaining and does not specifically relate to any of the three categories.
shows,other,0.8,"Shows is an unspecific verb with a broad meaning, making it unsuitable for classification under emotion, fairness, or cost."
extremely,other,0.9,Extremely is an intensifier that does not have inherent semantic ties to any of the three specified categories.
sustained,other,0.8,"Sustained describes a continuous state but lacks a direct association with emotional, fairness, or cost themes."
expected,other,0.8,"Expected denotes anticipation or predictability, which does not clearly match the domains of emotion, fairness, or cost."
vindication,fairness,0.9,"Vindication involves being proven right or justified, a concept that falls within the realm of fairness and moral judgment."
stress,emotion,0.9,"The word __tress_ is closely related to the emotional state expressed by the seed word __tressed_, making it an emotion term."
losing,other,0.7,"Although __osing_ can be associated with negative feelings, it does not directly match any emotion seed nor does it clearly invoke fairness or cost concepts, so it is classified as other."
subscores,other,1,"This term appears technical and numerical rather than describing an emotion, fairness, or cost concept."
satisfying,emotion,0.9,__atisfying_ relates to a positive emotional state similar to __atisfied_ in the emotion seed list.
yet,other,1,"A function word with no intrinsic semantic alignment to emotion, fairness, or cost."
feasible,other,1,"__easible_ describes possibility or practicality and does not align with emotion, fairness, or cost themes."
tempered,other,0.9,"While __empered_ can describe moderation (possibly even of emotions), it is used here in a general sense and does not clearly fall into the specified categories."
historically,other,1,"An adverb relating to time/context, it does not carry an emotional, fairness, or cost meaning."
quickly,other,1,"As an adverb describing speed, it does not directly align with any of the three semantic categories."
intentionally,other,1,"A modifier describing purpose, without a direct link to emotion, fairness, or cost."
sharply,other,1,"This adverb is descriptive of the manner of an action and does not bear clear emotive, fairness-related, or cost-related connotations."
flares,other,0.8,"While __lares_ can describe sudden bursts (which might be metaphorically linked to emotional outbursts), it is ambiguous and not strongly tied to the provided seed lists."
logical,other,1,"A descriptor related to reasoning rather than emotion, fairness, or cost."
show,other,1,"A common verb without specific semantic ties to emotion, fairness, or cost."
decisions,other,1,"Though relevant in a decision__aking context, the word itself does not inherently carry an emotional, fairness, or cost connotation."
money,other,0.9,"Even though money is a resource and could imply cost in broad contexts, it is not included or clearly aligned with the cost seed list."
mutes,other,1,"This term is used in a technical or general context (e.g., to silence) and does not clearly align with the specific semantic categories provided."
rejecting,other,0.85,"Though rejection can have an emotional flavor or relate to exclusion, __ejecting_ here is ambiguous and not explicitly connected to the provided fairness or emotion seed words."
subdued,emotion,0.8,"__ubdued_ describes a dampened state of emotion and, although not directly in the seed list, it aligns with emotional tonality."
don,other,1,"Typically meaning __o put on,_ it does not carry an inherent meaning related to emotion, fairness, or cost."
equitable,fairness,1,This word is explicitly listed in the fairness seed list.
deliberate,other,0.9,"Even though it implies intention, it does not directly map to any of the three semantic categories provided."
penalize,cost,0.9,"__enalize_ is semantically similar to __enalty_ in the cost seed list, suggesting an associated cost or negative consequence."
persists,other,1,"A general verb that does not inherently relate to emotion, fairness, or cost."
viscerally,emotion,0.9,"Often used to describe instinctive, deep-seated emotional reactions, aligning it with the emotion category."
now,other,1,A temporal adverb that does not relate to any of the three semantic categories.
physically,other,1,"Describes corporeal aspects and does not convey emotion, fairness, or cost directly."
may,other,1,A modal verb that is not semantically tied to the target categories.
delivers,other,1,"A common verb that does not exhibit clear emotive, fairness, or cost-related meaning in this context."
annoyance,emotion,0.95,"Directly denotes a negative emotional state, making it an emotion word."
leaving,other,1,"A general term describing an act of departing, not specifically tied to emotion, fairness, or cost."
aversion,emotion,0.95,"Represents a strong negative emotional feeling, closely aligned with the emotion category."
neurodivergent,fairness,0.9,This term relates to cognitive diversity and is connected to inclusiveness and representation found in the fairness seed words.
limits,other,0.9,"While __imits_ might be considered in cost__enefit analysis in some contexts, here it remains a generic term without a clear assignment to any of the three categories."
give,other,1,"A common verb that does not possess a clearly defined emotive, fairness, or cost dimension."
analysis,other,1,"A technical or academic term that does not directly relate to emotion, fairness, or cost."
breaking,other,1,"Used as a descriptor without a clear connection to the specific semantic categories of emotion, fairness, or cost."
inequality,fairness,0.95,Directly relates to issues of fairness and is conceptually close to equality/inclusiveness in the fairness seed list.
allows,other,1,"A common verb that does not inherently communicate emotion, fairness, or cost."
allowing,other,1,"Similar to __llows_, this term does not fall under any of the specified semantic categories."
upheld,other,0.8,"While __pheld_ might appear in legal or fairness contexts, in isolation it is too ambiguous to definitively align with fairness, emotion, or cost."
emotionally,emotion,1,"An adverb directly referring to emotion, making it clearly aligned with the emotion category."
feeling,emotion,1,Directly denotes an emotional state and thus aligns very clearly with the emotion category.
offsets,cost,0.8,"__ffsets_ suggests a balancing of costs or impacts (as seen in __rade-off_ in the cost seed list), placing it within the cost category."
irrational,other,0.9,"Although it describes a mode of reasoning that opposes logic, it does not clearly fall into the emotion, fairness, or cost categories per the seed lists."
knowing,other,1,A general cognitive term without direct ties to the three provided semantic categories.
instead,other,1,"A discourse marker with no inherent semantic alignment to emotion, fairness, or cost."
creating,other,1,The term is generic and does not convey a particular meaning aligned with any of the three categories.
illogical,other,1,"Describes a failure in logic rather than relating to an emotion, fairness issue, or cost."
support,other,0.9,"While __upport_ can be interpreted in various contexts (emotional, technical, etc.), in isolation it is too ambiguous to be definitively placed in emotion, fairness, or cost."
align,other,0.9,"The word 'align' is generic and does not clearly evoke emotion, fairness, or cost-related ideas."
ow,emotion,0.8,"An exclamation typically associated with feeling pain, which is part of the emotion domain."
logic,other,0.95,Relates to reasoning and structure rather than any of the three semantic categories.
wastes,cost,0.8,"Refers to inefficient use or squandering of resources, aligning it with cost considerations."
cooperation,other,0.9,"While important socially, 'cooperation' does not directly evoke emotion, fairness, or cost in the provided seed lists."
accountability,fairness,0.85,"Associated with responsibility and just practices, concepts that align with fairness."
grating,emotion,0.75,"Describes something irritating or unpleasant, which indirectly taps into negative emotional reactions."
choose,other,0.95,"A general decision-making verb that does not specifically link to emotion, fairness, or cost."
explains,other,0.95,"A neutral verb related to providing clarity; it does not suggest emotion, fairness, or cost."
equality,fairness,1,Directly listed in the fairness seed words and is central to the concept of fairness.
sharp,other,0.85,"Primarily an adjective describing physical or sensory qualities; it does not fit squarely within emotion, fairness, or cost."
equal,fairness,1,Explicitly reflects the fairness concept as seen in the seed list.
enables,other,0.95,"A functional verb indicating facilitation, not directly tied to any of the three targeted semantic areas."
restored,other,0.9,"Although it might suggest a return to a previous state, it isn__ clearly aligned with emotion, fairness, or cost."
violations,fairness,0.7,"Often used in contexts where rules or principles (including fairness) are breached, though it remains somewhat ambiguous."
significantly,other,0.95,An adverb that modifies statements without conveying a specific semantic alignment to any of the three categories.
principle,other,0.8,"A general term for a belief or rule; while it might underlie fairness, on its own it is too ambiguous."
experimental,other,0.95,"Relates to trial or testing and does not specifically evoke emotion, fairness, or cost."
channels,other,0.95,"A neutral term referring to methods or pathways, not directly linked to the three semantic categories."
deserves,other,0.8,"While the concept of 'deserving' can be linked to fairness in moral contexts, on its own it is ambiguous."
heightens,other,0.95,"A verb indicating an increase in intensity, without a clear tie to emotion, fairness, or cost."
nothing,other,0.95,A general term that does not convey any specific semantic meaning related to the defined categories.
suggests,other,0.95,"A neutral verb of implication that does not inherently evoke emotion, fairness, or cost."
avoids,other,0.95,A general action verb that does not align clearly with any of the three target domains.
must,other,0.95,"An auxiliary verb indicating necessity, without an intrinsic connection to emotion, fairness, or cost."
full,other,0.95,A common adjective that does not in itself suggest any of the three semantic domains.
old,other,0.95,A descriptive term related to age that is not aligned with the specific semantic categories provided.
accountable,fairness,1,Closely related to fairness as it implies responsibility and just answerability.
year,other,0.95,"A time unit that does not pertain to emotion, fairness, or cost contexts."
perception,other,0.9,"Relates to sensing or understanding, and does not fall within the scope of emotion, fairness, or cost."
consistency,other,0.95,A quality of uniformity that is general and not specifically tied to any of the three categories.
confrontation,other,0.85,"Although it can evoke emotional responses or pertain to fairness disputes, on its own it remains too ambiguous."
blatantly,other,0.95,"An adverb used to underscore behavior, but without a direct link to any of the three defined categories."
reject,other,0.95,"A general verb meaning to refuse, with no inherent semantic ties to emotion, fairness, or cost."
causing,other,0.95,A general causative verb that does not on its own align with any specific semantic category.
lose,other,0.9,"A generic verb meaning to not win or misplace, without a clear association with the specified categories."
hesitation,emotion,1,Explicitly present in the emotion seed list and indicative of an affective state.
state,other,0.95,"A general term that can refer to condition or location, not specifically targeting emotion, fairness, or cost."
intensify,other,0.95,"A verb suggesting an increase in intensity, but without a clearly defined link to any of the three semantic categories."
provides,other,0.95,"A general verb of offering or supplying, without an inherent connection to emotion, fairness, or cost."
significant,other,0.95,"An adjective that qualifies impact or importance in a general sense, not directly pointing to any specific category."
net,cost,0.6,"While ambiguous (it might refer to a network or final value), in contexts like 'net cost' it aligns with economic or cost considerations."
t,other,0.95,A single character that does not carry a semantic meaning related to the applicable categories.
human,other,0.9,"A broad term referring to people or human qualities, not specifically constrained to emotion, fairness, or cost."
relieves,emotion,0.9,"Closely related to 'relief', which is present in the emotion seed list, indicating a mitigation of negative feelings."
reward,other,0.85,"Although it can evoke positive feelings, 'reward' primarily denotes a benefit or incentive and does not clearly fall into any one of the three given categories."
spiking,other,0.9,"Generally used to describe a sudden increase (e.g., in data or activity) without a specific tie to emotion, fairness, or cost."
control,other,0.9,"A broad term referring to regulation or management, not directly pointing to any of the three semantic areas."
typically,other,0.95,"An adverb indicating general frequency or manner, without any intrinsic semantic link to the target categories."
ability,other,0.9,"A broad concept referring to skills or capacities, which does not specifically align with emotion, fairness, or cost."
agitated,emotion,0.9,"The word 'agitated' conveys a heightened emotional state, similar to feelings of anxiety or anger, which aligns with the emotion seed words."
type,other,1,"The word 'type' does not semantically align with emotion, fairness, or cost; it is a general term."
kept,other,1,A common past-tense verb that does not carry semantic content related to the three specific categories.
reinforcing,other,0.8,"While 'reinforcing' suggests strengthening or support, it does not specifically imply an emotional state, fairness, or cost concept."
holding,other,1,The term refers to the act of holding and does not clearly map onto any of the three target semantic categories.
violate,fairness,0.8,"To 'violate' is to break or infringe upon a rule or standard, which can be associated with breaches in fairness or just practices."
calming,emotion,0.9,"The term 'calming' describes a state or action that soothes emotional tension, making it strongly related to emotional regulation."
process,other,1,__rocess_ is a generic term referring to a series of actions or steps and does not pertain to any of the classified categories.
urge,emotion,0.8,"An 'urge' often denotes a strong emotional impulse or desire, aligning it with the domain of emotion."
dips,other,1,"The word 'dips' is ambiguous and generally refers to a decrease or downward movement, without a clear tie to emotion, fairness, or cost."
manifest,other,1,"While 'manifest' can mean to display or show, it does not specifically indicate an emotional, fairness, or cost-related concept."
tolerance,fairness,0.7,"The concept of 'tolerance' relates to acceptance and inclusivity, which are central to fairness, despite not being explicitly listed."
strictly,other,1,"An adverb that denotes rigidity or precision, 'strictly' is not inherently tied to the semantic fields of emotion, fairness, or cost."
amplifying,other,0.8,"Although it suggests increasing intensity, 'amplifying' itself does not fall squarely into the emotion, fairness, or cost categories."
data,other,1,A technical term that primarily relates to information rather than any of the three semantic categories.
non,other,1,"A prefix or determiner with no direct connection to emotion, fairness, or cost."
someone,other,1,A pronoun that does not hold a semantic meaning aligned with the target categories.
creates,other,1,"A verb that denotes generation or production, without a specific relation to emotion, fairness, or cost."
format,other,1,Relates to arrangement or structure rather than any of the three semantic categories.
anxiety,emotion,1,Directly represents a negative emotional state and closely aligns with the emotion seed words like 'anxious'.
deviations,other,0.9,"Typically used in statistical or process contexts, it does not inherently correspond with emotion, fairness, or cost."
o,other,1,"As an isolated letter or symbol, 'o' does not carry semantic content for the categories defined."
equilibrium,fairness,0.7,"Equilibrium denotes a state of balance, which is conceptually related to fairness (e.g., balanced treatment or equality)."
subscale,other,1,"A technical term often referring to a subset of a measurement scale; does not map onto emotion, fairness, or cost."
output,other,1,Refers to the result of a process or computation and is not specifically linked to any of the three semantic categories.
quick,other,0.9,"While 'quick' speaks to speed, it is not part of the cost category (which focuses on issues like latency or delay) and does not align with emotion or fairness."
resources,cost,1,"Directly mentioned as a seed word under the cost category, as it refers to tangible or intangible assets needed for operations."
causes,other,1,"A generic term that indicates origins or reasons, without a specific alignment to emotion, fairness, or cost."
participant,other,1,"A general term referring to an individual involved in an activity; it does not convey emotional, fairness, or cost attributes."
value,other,0.8,"Although 'value' can have connotations in many contexts, without additional context it is too ambiguous to specifically tie to emotion, fairness, or cost."
intervention,other,1,"Typically refers to an action taken to improve a situation, but does not inherently map onto the three semantic categories."
half,other,1,"Denotes a fraction and does not relate to the semantic content of emotion, fairness, or cost."
concerns,emotion,0.7,"Often used to denote worries or issues that can trigger emotional responses, thus it is somewhat aligned with the emotion category."
subdimension,other,1,"A technical term used to denote a component of a larger concept, not clearly linked with emotion, fairness, or cost."
favors,fairness,0.8,"The term suggests preferential treatment, which ties into issues of bias or fairness, as seen in fairness seed words like 'favoritism'."
unishing,other,0.5,"This term appears to be a nonstandard or possibly misspelled word; lacking clear semantic alignment with the target categories, it is classified as other."
also,other,1,"A conjunction/adverb with no inherent semantic link to emotion, fairness, or cost."
instantly,other,1,"An adverb describing timing, not semantically associated with any of the three specified categories."
motional,emotion,0.7,"Despite being an uncommon form, 'motional' relates to emotion and is likely intended to reference an emotional aspect."
dominates,other,0.5,"While 'dominates' implies control or influence, without further context it does not clearly align with emotion, fairness, or cost."
magnifies,other,0.8,"A verb that denotes an increase in size or intensity, but it is not inherently tied to the semantic domains of emotion, fairness, or cost."
adherence,other,1,"Refers to the act of following rules or guidelines; while it can relate to fairness in some contexts, it is not explicitly categorized within the provided fairness seed list."
empathy,emotion,0.9,"Directly relates to the ability to share and understand another__ feelings, making it a clear emotion word."
context,other,1,"A general term that refers to surrounding circumstances, not specifically linked to emotion, fairness, or cost."
mean,other,0.9,"Ambiguous in meaning (could be average or unkind), but without clear context it is best classified as other."
severe,other,0.9,"While 'severe' can be used to describe extreme emotional states or conditions, by itself it does not clearly fall into any of the three specified semantic categories."
racing,emotion,0.7,"Often used to describe a fast-beating heart or rapid thoughts, 'racing' implies an emotional arousal state."
pre,other,1,"Typically functions as a prefix without independent semantic meaning related to emotion, fairness, or cost."
rational,other,1,"Refers primarily to logical or reasoned thinking, which does not directly connect to the emotion, fairness, or cost categories."
depressive,emotion,1,"Directly relates to a state of depression, making it a clear candidate for the emotion category."
dampens,other,0.7,"While 'dampens' implies a reduction (often of energy or intensity), it does not strongly align with any of the seed concepts in emotion, fairness, or cost."
conflicts,other,0.75,"Although 'conflicts' might describe disagreements or clashes, it does not map directly to the emotional, fairness__elated, or cost__elated terms in the seed lists."
stronger,other,0.8,"The comparative 'stronger' is a general modifier and does not inherently denote an emotion, fairness concept, or cost-related idea."
fixates,other,0.7,"While 'fixates' can imply an obsessive focus that might be linked to emotional states, it is not explicitly listed or strongly semantically aligned with the provided emotion seed words."
violating,fairness,0.6,"The term 'violating' suggests breaking norms or rules and can be associated with breaches of justice or fairness, even though it is not directly in the seed list."
internal,other,0.9,"The adjective 'internal' is a general descriptor and does not specifically align with emotion, fairness, or cost."
motivation,other,0.9,"Though related to drives and affect, 'motivation' does not fall squarely into the provided categories of emotion, fairness, or cost."
chose,other,1,A basic decision-making verb with no clear semantic alignment to the specific categories.
let,other,1,A common auxiliary verb that does not carry the specific meaning reflected in the seed word lists.
securing,other,0.7,"While it may invoke notions of safety or protection, 'securing' does not directly correspond to any of the three semantic categories."
outweighing,cost,0.8,"The idea of 'outweighing' naturally relates to balancing benefits and costs, which connects with cost considerations such as trade-offs."
driving,other,0.7,"Although 'driving' might be used metaphorically to indicate motivation or impetus, it does not clearly fall into any of the provided semantic categories."
impulse,emotion,0.7,"An 'impulse' is often a sudden emotional urge or reaction, aligning it with the domain of emotions."
rather,other,1,"A common adverb used for contrasting, without specific ties to emotion, fairness, or cost."
paradoxically,other,1,An adverb that qualifies a statement without aligning with the thematic categories provided.
overwhelming,emotion,0.8,"Often used to describe intense emotional experiences, which connects it to the emotion category."
refuse,other,0.9,"While it can express denial or rejection, 'refuse' itself does not directly correlate with the defined emotion, fairness, or cost categories."
tolerate,other,0.8,"Although it can involve emotional endurance or decision-making, it does not distinctly fall into any of the three provided categories."
dissipates,other,0.8,"Similar in sense to 'dampens', 'dissipates' conveys a reduction in intensity but does not match any of the seed categories closely."
personally,other,1,A general adverb referring to personal involvement that does not specifically invoke the categories provided.
right,fairness,0.7,"The term 'right' can refer to what is just or proper, aligning it with notions of fairness and justice."
costing,cost,0.9,"A direct reference to expense and resource usage, which clearly matches the cost category."
hoard,other,0.7,"While 'hoard' involves accumulating resources and might indirectly hint at concerns about resource scarcity, it does not fit neatly into any of the seed categories."
heart,emotion,0.8,"Commonly used metaphorically as a symbol of emotion and feeling, aligning it with the emotion category."
rumination,emotion,0.7,"Often associated with repetitive, emotion-laden thought processes, which makes it semantically closer to the emotion domain."
clearly,other,1,"An adverb that serves to modify statements without specific relation to emotion, fairness, or cost."
pragmatism,other,0.9,"Refers to practical decision-making rather than to any notions of emotion, fairness, or cost."
free,other,0.8,"Depending on context it might imply costlessness or liberty, but without a clear alignment to the seed words it is best categorized as other."
pholding,other,0.5,"This term is unclear (possibly a typo), and without a clear definition its semantic alignment remains ambiguous."
normal,other,1,"A general descriptive term that does not invoke the specific ideas associated with emotion, fairness, or cost."
mixed,other,1,"An ambiguous descriptor that does not inherently imply an emotion, fairness issue, or cost-related concept."
pay,cost,0.8,"Directly related to financial transactions and expense, which aligns it with the cost category."
deficit,cost,0.9,"Explicitly refers to a shortfall or negative balance, which is inherently a cost-related concept."
close,other,0.9,"An ambiguous term that can have several meanings, none of which distinctly align with the emotion, fairness, or cost categories."
excitement,emotion,1,"Directly aligns with emotional arousal and positive affect, matching the emotion category."
unease,emotion,1,"Refers to a state of discomfort or anxiety, which is directly in line with the emotion-related seed words."
processing,other,0.9,"Generally refers to an operation or cognitive activity without a strong link to emotion, fairness, or cost."
stand,other,0.9,"A versatile verb that lacks the specific semantic cues required for categorization into emotion, fairness, or cost."
perfect,other,0.9,"While it denotes flawlessness, it does not align clearly with the domains of emotion, fairness, or cost as defined by the seed words."
specially,other,1,An adverb that qualifies a statement without clear links to any of the three categories.
immediately,other,1,"A temporal adverb that does not carry semantic meaning related to emotion, fairness, or cost."
passivity,other,0.8,"Though it refers to a lack of active response which can be related to emotional or behavioral states, it does not clearly match any specific seed category."
practical,other,0.9,"Relates to being pragmatic and sensible, a concept that falls outside the emotion, fairness, and cost categories."
registers,other,0.8,Typically denotes recording or acknowledging an input and does not invoke concepts in the specified categories.
uplift,emotion,0.8,"Often associated with raising spirits or positivity, which fits with the emotion category."
screams,emotion,0.9,"Screams are a strong, visceral expression of emotion, making this term clearly align with the emotion category."
gets,other,1,"A generic verb without specific semantic ties to emotion, fairness, or cost."
unequal,fairness,0.9,Directly contrasts with equality and is conceptually tied to fairness and justice.
resentment,emotion,0.8,"Represents a negative emotional reaction typically linked to feelings of bitterness or injustice, aligning it with the emotion domain."
prevent,other,0.9,"While it implies stopping or hindering an action, it does not clearly align with any of the three semantic categories provided."
naturally,other,0.95,"The word is an adverb describing manner or occurrence and does not semantically evoke an emotion, fairness issue, or cost/resource consideration."
spending,cost,0.9,"__pending_ relates to resource or money expenditure. Although it isn__ in the seed list exactly, it is conceptually aligned with cost considerations."
alignment,other,0.85,"While alignment can be important in decision__aking contexts, it does not clearly align with the semantic fields of emotion, fairness, or cost as provided by the seed words."
can,other,1,"__an_ is a modal auxiliary verb with no inherent emotional, fairness, or cost connotation."
share,fairness,0.8,"__hare_ implies distribution and collective allocation, which touches upon fairness even though it isn__ explicitly in the seed list."
go,other,1,"A basic action verb with no clear linkage to emotion, fairness, or cost."
stems,other,0.95,"It is generally used to indicate origin or derivation and does not imply a specific semantic domain of emotion, fairness, or cost."
witnessing,other,0.9,"While witnessing an event might evoke emotion, the word itself is descriptive of the act of observing and does not inherently belong to any of the given categories."
hyper,other,0.9,"Used as a prefix or adjective indicating excess, it does not clearly fall under emotion, fairness, or cost in this context."
wasteful,cost,0.95,"__asteful_ describes inefficient use of resources, aligning well with the cost category."
small,other,1,"Primarily an adjective describing size, it does not naturally map to emotion, fairness, or cost."
inherent,other,1,"An adjective meaning __xisting as a natural or permanent quality,_ with no direct connection to the specified semantic categories."
dampened,other,0.9,"Although it can be used to describe a reduction in intensity (possibly of emotion), it does not inherently belong to the emotion seed set nor to fairness or cost."
worse,other,0.95,"A comparative form used generally for quality or condition; it does not specifically invoke emotion, fairness, or cost."
displeasure,emotion,1,__ispleasure_ is clearly an emotional state analogous to feelings such as anger or sadness from the emotion seed list.
asserting,other,0.9,"While __sserting_ reflects an action of claiming or stating, it does not directly correspond to any of the designated semantic categories."
per,other,1,"A preposition with no intrinsic association to emotion, fairness, or cost."
retaliation,fairness,0.85,"Retaliation implies retribution which is often discussed in contexts of justice or fairness, even if it can also have emotional connotations."
recognition,other,0.85,"Although recognition can be linked to feelings or acknowledgements within social contexts, it does not clearly match any one category based on the seed words provided."
metrics,other,1,"__etrics_ refers to measurements or standards and does not directly imply an emotional state, fairness issue, or cost consideration."
airness,fairness,0.95,This appears to be a variant or misspelling of 'fairness' and thus clearly aligns with the fairness category.
rejection,fairness,0.85,"Rejection can involve social exclusion or the denial of inclusion, which resonates with fairness-related issues (e.g. exclusion, marginalization)."
tense,emotion,0.9,"The word 'tense' is often used to describe a state of anxiety or stress, which fits within the emotional domain."
indignation,emotion,1,"Indignation is a strong emotional response, typically resulting from perceived injustice, clearly aligning with the emotion category."
norm,other,0.9,"While norms can underpin fairness in social behavior, the word itself is a general concept and does not explicitly fall under the fairness seed words."
task,other,1,"A neutral term referring to an activity or job, with no clear connection to the other categories."
past,other,1,"A temporal reference that does not suggest an emotion, fairness, or cost concept."
dislike,emotion,0.95,"Dislike expresses a negative feeling, which places it within the emotion category."
stable,other,1,"Typically describing consistency or reliability, it does not clearly invoke an emotion, fairness, or cost concept."
contentment,emotion,1,"Contentment is an emotional state akin to satisfaction or happiness, matching the emotion seed list."
fixation,other,0.9,"While it may concern an obsessive interest (which is psychological), it does not directly fall into emotion, fairness, or cost as defined by the seed lists."
floods,other,0.9,"Although 'floods' may be used metaphorically (e.g., a flood of emotions), on its own the term is ambiguous and does not specifically align with any of the three categories."
rectifying,other,0.95,"Means 'correcting' or 'fixing' and does not indicate an emotional state, fairness issue, or cost-related concept."
leaves,other,1,"Typically a verb (or noun referring to plant parts), it is not semantically linked to the categories of emotion, fairness, or cost."
however,other,1,"A transitional word with no inherent emotional, fairness, or cost-related meaning."
