AA_valence	AA_arousal	choice	AC_valence	AC_arousal	EmoFDBK_valence	EmoFDBK_arousal	Output
-70	85	1	40	60	110.0	-25.0	AA_valence = -70, AA_arousal = 85, choice = 1, AC_valence = 40, AC_arousal = 60    **Reasoning:**   - **AA_valence (-70):** Seeing Player 1 keep $19 while giving only $11 to Player 2 triggers strong disapproval. My prosocial nature (9 prosocial choices vs. societal 5.15) and justice sensitivity (27, though below average) make this unfairness viscerally unpleasant.   - **AA_arousal (85):** High emotional intensity (subscore 23 vs. avg 20.99) fuels anger. The blatant inequality (19 vs. 11) violates my expectation of fairness (15/15), creating high agitation.   - **Choice (1 - Punish):** Despite the high cost ($6), my prosocial identity prioritizes punishing exploitation. Player 2’s helplessness and the 19/11 split feel exploitative, demanding sanction.   - **AC_valence (40):** Post-punishment, I feel satisfied. Upholding fairness (even at personal cost) aligns with my values, easing initial negativity.   - **AC_arousal (60):** Residual adrenaline lingers from enacting justice, but the dominant anger fades into purposeful resolve after taking action
-45	78	1	20	65	65.0	-13.0	AA_valence = -45, AA_arousal = 78, choice = 1, AC_valence = 20, AC_arousal = 65    **Reasoning:**   - **Initial emotion (AA):** Seeing Player 1 take $16 (+$1 over fair) while giving Player 2 $14 (-$1 under fair) triggers strong negative valence (-45) and high arousal (78). My prosocial personality (9 prosocial choices vs. societal 5) and justice sensitivity make this unfairness feel intentionally selfish.   - **Choice:** Punish (1). Though punishment costs $6, my experimental data (0 individual/competitive choices) shows I prioritize fairness over personal gain. Allowing this unfairness conflicts with my core values.   - **Post-choice emotion (AC):** Valence rises to 20 – satisfaction from enforcing fairness despite the cost. Arousal remains elevated (65) due to the moral tension, but the proactive stance relieves initial frustration.    *[Note: Emotional ratings reflect heightened reactivity (ER:64) and prosocial drive overriding cost-benefit calculations. Depression tendency (low:26) doesn't inhibit action.]*
-52	68	1	31	48	83.0	-20.0	AA_valence = -52, AA_arousal = 68, choice = 1, AC_valence = 31, AC_arousal = 48    **Reasoning as a human participant:**   - **Initial Emotion (AA):** Seeing Player 1 keep $18 (60%) while giving Player 2 only $12 (40%) triggers strong frustration (*valence drops to -52*) and visceral anger (*arousal spikes to 68*). My **prosocial personality** (9 prosocial choices vs. societal 5.15) makes unfairness feel like a personal violation.   - **Choice:** I punish despite the **high cost ($9)**. My justice sensitivity score (27, below average) is offset by my intense emotional reactivity (intensity 23 > average 20.99), overpowering financial logic. Prioritizing fairness aligns with my core identity.   - **Post-Choice Emotion (AC):** Valence rises (*+31*) due to moral satisfaction from punishing greed. Arousal remains high (*48*) from adrenaline, but now mixed with vindication—like "correcting a wrong."    *(Note: Depression score 26 < average 35.4 suggests resilience against loss-related regret.)*
50	25	0	60	10	10.0	-15.0	AA_valence = 50, AA_arousal = 25, choice = 0, AC_valence = 60, AC_arousal = 10    **Reasoning:**   - **AA_valence (50):** Positive feeling seeing a fair split (15/15). My prosocial nature appreciates equity.   - **AA_arousal (25):** Mild positive arousal—satisfied but not strongly agitated since the outcome is expected.   - **choice (0):** Accepting is logical. Punishing fairness contradicts my prosocial values and wastes resources.   - **AC_valence (60):** Increased positivity after affirming cooperation. My low depression score (26) supports contentment.   - **AC_arousal (10):** Calmer post-decision. Low justice sensitivity (27) means no lingering frustration about unfairness.    *(Note: Scores reflect character traits—prosocial focus, low depression, and below-average justice sensitivity—guiding neutral-to-positive reactions to fairness.)*
-32	41	1	36	55	68.0	14.0	AA_valence = -32, AA_arousal = 41, choice = 1, AC_valence = 36, AC_arousal = 55    **Reasoning:**   - **Initial Emotion (AA):** Seeing Player 1 keep $18 (unfairly high) while giving Player 2 only $12 triggers frustration (*valence -32*). My heightened emotional intensity (23 vs avg 20.99) amplifies my reaction to injustice, driving moderate arousal (*41*).   - **Choice (Punish):** My strong prosocial tendency (9/9 prosocial choices) and low justice sensitivity (27 vs avg 32.33) conflict here. Though I typically prioritize harmony, this unfairness crosses a threshold. Eating the $6 cost to zero Player 1’s earnings aligns with my urge to enforce fairness.   - **Post-Choice Emotion (AC):** Punishing alleviates my initial frustration, creating satisfaction (*valence +36*). My high emotional reactivity (64 vs avg 61.96) and intensity fuel a sense of vindication, spiking arousal (*55*) after acting on my values.    The $4 net gain (after punishment cost) feels secondary to correcting the imbalance
-65	72	1	38	55	103.0	-17.0	AA_valence = -65, AA_arousal = 72, choice = 1, AC_valence = 38, AC_arousal = 55    **Breakdown:**   - **AA_valence (-65):** Strongly negative. Player 1's allocation ($20 for themselves, $10 for Player 2) feels deliberately unfair, clashing with my prosocial values.   - **AA_arousal (72):** High agitation. The blatant inequity triggers frustration, amplified by my sensitivity to injustice.   - **choice (1):** Punish. Despite the high cost ($6), prioritizing fairness outweighs personal loss. Letting this slide would violate my principles.   - **AC_valence (38):** Relieved/Morally satisfied. Enforcing consequences restores a sense of justice, though the monetary cost stings.   - **AC_arousal (55):** Lingering tension. The act of punishing was emotionally charged, but the decision aligns with my core identity
60	-70	0	70	-80	10.0	-10.0	AA_valence = 60, AA_arousal = -70, choice = 0, AC_valence = 70, AC_arousal = -80    **Explanation:**   - **AA_valence (60):** Fair allocation (15/15) aligns with my prosocial values, generating strong positive emotion.   - **AA_arousal (-70):** No conflict or injustice observed; I feel deeply calm and unprovoked.   - **Choice (0 - Accept):** Punishing fairness contradicts my cooperative nature. Paying 9$ to punish would be irrational and wasteful.   - **AC_valence (70):** Reinforcing fairness brings satisfaction and affirms my prosocial identity.   - **AC_arousal (-80):** Resolution deepens my tranquility, eliminating any residual decision tension.    *(Based on profile: Low depression (26), high prosocial bias (9 choices), and autistic traits showing strong routine preference (rejecting unnecessary disruption makes logical sense). Emotional reactivity profile (high intensity, low sensitivity) explains calm-to-satisfaction shift.)*
-38	67	1	42	58	80.0	-9.0	AA_valence = -38, AA_arousal = 67, choice = 1, AC_valence = 42, AC_arousal = 58    **Reasoning:**   - **Initial Emotion (AA):** Seeing Player 1 keep $18 (60%) while giving Player 2 only $12 (40%) triggers frustration at the unfairness. My prosocial personality (9 prosocial choices vs. societal 5.15) makes me value equity, so valence is negative (-38). High emotional intensity (23 vs. avg 20.99) and sensitivity amplify my reaction, causing strong arousal (67).   - **Choice:** I punish (1). Though it costs me $7, my justice sensitivity (27 vs. avg 32.33) and prosocial drive override monetary loss. Player 1’s greed (taking 60% vs. fair 50%) feels exploitative.   - **Post-Choice Emotion (AC):** Satisfaction (+42 valence) from upholding fairness despite the cost. Residual adrenaline keeps arousal elevated (58), but the negative emotion shifts toward purpose after enforcing justice.    *(Note: Low depression score (26) supports decisive action; high emotional reactivity explains intense arousal shifts.)*
-78	81	1	32	75	110.0	-6.0	AA_valence = -78, AA_arousal = 81, choice = 1, AC_valence = 32, AC_arousal = 75    **Reasoning:**   - **AA_valence (-78):** Extreme negativity seeing Player 1’s greed (keeping $19 vs. $11). My prosocial nature (9 prosocial choices) and fairness sensitivity clash violently with this injustice.   - **AA_arousal (81):** Intense anger flares—emotional intensity (23 > avg 20.99) and duration (14 > avg 12.33) amplify my reaction. My body tenses; it’s visceral.   - **Choice (1 - Punish):** Despite the high cost ($8), my prosocial identity demands action. Letting this slide would betray my values (0 competitive/individual choices). Wiping out Player 1’s $19 feels morally necessary.   - **AC_valence (32):** Satisfaction cuts through the anger. Paying $8 to punish greed aligns with my core self. The cost stings, but justice served sparks relief.   - **AC_arousal (75):** Adrenaline still surges post-action, though less volatile. Righteous resolve tempers the fury—emotional sensitivity (27) lingers, but purpose steadies me.    *Note: Social behavior (47 < avg 51.67) and justice sensitivity (27 < avg 32.33) reinforce my tolerance threshold, but the sheer unfairness here overrides passive acceptance.*
-38	65	1	15	52	53.0	-13.0	AA_valence = -38, AA_arousal = 65, choice = 1, AC_valence = 15, AC_arousal = 52    **Reasoning:**   - **Initial Emotion (AA):** Seeing Player 1 keep $18 (clearly unfair) triggers frustration (valence ↓) and strong irritation (arousal ↑). My prosocial nature (+ justice sensitivity) amplifies my anger at the imbalance.   - **Choice:** Punish (1). Despite the high cost ($5), my personality data (100% prosocial choices) shows I prioritize fairness over self-interest. Letting this slide feels morally wrong.   - **Post-Choice Emotion (AC):** Valence improves slightly (+15) from the negative peak because enforcing justice brings satisfaction. Arousal remains high (52) due to lingering anger at Player 1’s greed and the personal cost incurred, but mixed with resolve.    *(Note: Emotions align with my profile—strong reactivity, prosocial bias, and below-average justice sensitivity driving action despite cost.)*
35	10	0	40	12	5.0	2.0	AA_valence = 35, AA_arousal = 10, choice = 0, AC_valence = 40, AC_arousal = 12    **Reasoning:**   1. **AA_valence (35):** The fair allocation (15/15) aligns with my prosocial orientation and below-average justice sensitivity. This creates mild positive feelings, though my slightly elevated emotional intensity moderates the positivity.   2. **AA_arousal (10):** The outcome is expected and fair, triggering minimal emotional activation. My emotional duration/sensitivity scores suggest calm processing.   3. **Choice (0):** Punishing a fair offer contradicts my prosocial values (9/9 prosocial choices historically). Paying $7 to punish fairness is illogical when acceptance yields $10 with no moral conflict.   4. **AC_valence (40):** Choosing acceptance reinforces my cooperative identity, slightly boosting positivity post-decision.   5. **AC_arousal (12):** The low-stakes decision resolves cleanly, leaving me contentedly calm—consistent with my low depression scores and resolved somatic symptoms.    *Note: My moderate emotional reactivity (+64) and ASD traits (low imagination/routine focus) make this straightforward decision minimally taxing.*
-45	68	1	15	62	60.0	-6.0	AA_valence = -45, AA_arousal = 68, choice = 1, AC_valence = 15, AC_arousal = 62  **Reasoning (as the character):**   Seeing Player 1 keep **$20** while giving Player 2 only **$10** feels deeply unfair. My prosocial nature (9 prosocial choices vs. 0 selfish ones) triggers strong disapproval (*AA_valence: -45*). The blatant inequality spikes my emotional intensity (*AA_arousal: 68*), amplified by my inherent emotional reactivity (intensity/duration scores above average).    Punishing costs me **$5**, but my lower justice sensitivity (27 vs. avg 32) is overridden by my commitment to fairness as a prosocial person. I choose to **punish (choice=1)** to uphold collective well-being, even at personal cost. Sacrificing $5 to reduce Player 1’s earnings to $0 brings satisfaction (*AC_valence: 15*) and a sense of restored balance, though residual agitation lingers (*AC_arousal: 62*)
-85	72	1	20	35	105.0	-37.0	AA_valence = -85, AA_arousal = 72, choice = 1, AC_valence = 20, AC_arousal = 35    **Reasoning:**   - **Initial Reaction (AA):** Seeing Player 1 keep **$20** while giving Player 2 only **$10** feels blatantly unfair (*valence sharply negative*). As someone with **high emotional intensity** (23 vs. avg 20.99) and **prosocial values** (9 prosocial choices), this injustice triggers strong anger and frustration (*high arousal*).   - **Choice to Punish:** Despite the **high cost ($8)**, my **justice sensitivity** (observer score 27) and prosocial drive override rational self-interest. Player 1’s greed deserves consequences, even at personal cost.   - **Post-Choice (AC):** Punishing brings moral satisfaction (*valence lifts*), though reduced by the $8 loss. Arousal decreases as the action releases initial outrage, leaving determined resolve.    *(Note: Reflects emotional profile—low imagination limits empathy for Player 1’s motives, while high social skills amplify focus on equity.)*
38	12	0	45	5	7.0	-7.0	AA_valence = 38, AA_arousal = 12, choice = 0, AC_valence = 45, AC_arousal = 5    **Reasoning:**   1. **AA_valence (38):** Positive emotion seeing a fair 15/15 split aligns with my prosocial values. Though below societal imagination scores might reduce intensity, it's clearly a just outcome.   2. **AA_arousal (12):** Mild calm interest – my low justice sensitivity (27 vs 32 avg) and emotional duration (14) suggest subdued reactivity to expected fairness.   3. **Choice (0):** Punishing a perfectly fair proposal contradicts my prosocial personality (9 prosocial choices vs 0 competitive). Paying $6 to destroy fairness is unethical and economically irrational.   4. **AC_valence (45):** Increased satisfaction from upholding fairness without conflict, reinforced by low depression scores (26 vs 35).   5. **AC_arousal (5):** Resolution brings calm – high emotional intensity (23) briefly spikes then settles as the congruent choice aligns with my stable traits.    *(Note: All values reflect integration of profile data – e.g., heightened emotional reactivity balancing low justice sensitivity, and prosocial dominance overriding undifferentiated social orientation in clear-cut fairness scenarios.)*
-68	72	1	20	58	88.0	-14.0	AA_valence = -68, AA_arousal = 72, choice = 1, AC_valence = 20, AC_arousal = 58    **Reasoning:**   - **Initial Emotion (AA):** Seeing Player 1 take **$16** (greedy) while giving Player 2 **$14** (deliberately unfair) triggers strong injustice sensitivity (observer score 27) and prosocial tendencies. Valence is deeply negative (**-68**) due to perceived exploitation. Arousal spikes (**72**) from anger at the violation of fairness.   - **Choice:** Punish (**1**). Despite high cost ($9), prosocial bias (9 prosocial choices vs. societal 5.15) and low autism/imagination scores make strict fairness enforcement instinctive.   - **Post-Choice Emotion (AC):** Valence rises (**+20**) from cathartic "justice served" satisfaction. Arousal remains elevated (**58**) due to residual adrenaline, but less intense than initial outrage.    *(Note: Reflects profile traits—high emotional reactivity/intensity, prosocial rigidity, and low depression allowing decisive action.)*
35	15	0	55	30	20.0	15.0	AA_valence = 35, AA_arousal = 15, choice = 0, AC_valence = 55, AC_arousal = 30    **Reasoning:**   - **AA_valence (35):** Seeing a perfectly fair split (15/15) triggers mild positive feelings. My prosocial nature values equity, so this meets my expectation of fairness.   - **AA_arousal (15):** Low emotional intensity—this outcome is predictable and doesn’t violate norms, so no strong reaction is needed.   - **Choice (0/Accept):** Punishing a fair proposal is illogical, wasteful, and against my prosocial values. Paying $8 to punish fairness would harm collective well-being.   - **AC_valence (55):** Satisfaction increases after choosing "accept"—I upheld justice efficiently without unnecessary cost.   - **AC_arousal (30):** Slight uplift from resolving the task cleanly, but no lingering agitation.    *(Note: My low justice sensitivity (27 vs. avg 32) explains the muted reaction to an already-just outcome.)*
-75	85	1	-30	60	45.0	-25.0	AA_valence = -75, AA_arousal = 85, choice = 1, AC_valence = -30, AC_arousal = 60    **Breakdown:**   - **Initial Emotion (AA):** Seeing Player 1 keep $20 while giving Player 2 only $10 feels intensely unfair. My prosocial nature (9 prosocial choices!) triggers strong anger (-75 valence) and visceral outrage (85 arousal) at their selfishness.   - **Choice:** Punish (1). I refuse to let greed go unchecked, even if it costs me $7. My justice sensitivity (27) demands action, and my history of zero competitive/individual choices confirms I prioritize fairness over personal gain.   - **Post-Choice Emotion (AC):** Satisfaction from punishing injustice slightly tempers the anger (valence rises to -30), but arousal remains high (60) from the adrenaline of enforcing consequences. The $7 cost stings, but upholding fairness matters more
-50	35	1	-10	45	40.0	10.0	AA_valence = -50, AA_arousal = 35, choice = 1, AC_valence = -10, AC_arousal = 45    **(Reasoning as the 22-year-old male from Guangdong):**   Seeing Player 1 keep **$18** while giving only **$12** to Player 2 feels deliberately unfair. The fair split would be $15 each, so this selfish move triggers strong irritation (AA_valence = -50). Though not explosive, my body tenses up (AA_arousal = 35) because I hate seeing others exploited. My **prosocial personality** (9/9 cooperative choices) and **justice sensitivity** demand action—even with an $8 cost. Punishing Player 1 sacrifices my money, but the satisfaction of upholding fairness outweighs the cost. After punishing, residual anger lingers (AC_valence = -10), but arousal spikes (AC_arousal = 45) from the adrenaline of enforcing justice. Player 1 deserves $0 for this greed
-45	68	1	36	60	81.0	-8.0	AA_valence = -45, AA_arousal = 68, choice = 1, AC_valence = 36, AC_arousal = 60    **Reasoning:**   - **Initial Reaction (AA):** Seeing Player 1 take $16 (unequal split) triggers frustration (valence: -45) and strong irritation (arousal: 68), amplified by my prosocial tendency and sensitivity to unfairness.   - **Choice:** Punish (1). Despite the high cost ($7), my prosocial personality (9 prosocial choices vs. societal 5.15) and emotional intensity (subscore 23 > avg 20.99) drive me to penalize unfairness.   - **Post-Choice (AC):** Satisfaction from enforcing fairness (valence: +36), though residual agitation remains (arousal: 60) due to the financial sacrifice.    *Note: Emotional shifts align with my low justice sensitivity (27 < avg 32.33) but high prosocial commitment and emotional reactivity (64 > avg 61.96).*
-50	35	0	10	-5	60.0	-40.0	AA_valence = -50, AA_arousal = 35, choice = 0, AC_valence = 10, AC_arousal = -5    **Reasoning:**   - **AA_valence (-50):** Seeing P1 keep $19 while giving P2 only $11 triggers frustration. My prosocial nature (9 prosocial choices) makes unfair allocations feel viscerally wrong, though my lower justice sensitivity (27 vs avg 32) prevents extreme negativity.   - **AA_arousal (35):** Moderate agitation spikes—high emotional intensity (23 vs avg 20.9) amplifies my reaction to the imbalance, but strong routine preference (8 vs avg 9.4) tempers extreme arousal.   - **Choice (0):** Punishing costs $7—a high personal loss. Despite valuing fairness, my pragmatic side weighs the cost: sacrificing $7 to zero P1’s $19 feels inefficient. My autism sub-scores (low imagination, high social skills) favor concrete gains over symbolic justice.   - **AC_valence (10):** Mild relief avoiding financial loss overshadows lingering guilt. Depression scores (low risk, somatic symptoms 9 vs avg 10.6) suggest resilience in moving on.   - **AC_arousal (-5):** Decision brings calm—the cognitive conflict resolves. Emotional duration (14 vs avg 12.3) is slightly elevated but intensity (23) dissipates post-action.    *Note: Balanced my prosocial bias against cost sensitivity—real-world logic overrides "perfect" fairness.*
-50	65	1	20	55	70.0	-10.0	AA_valence = -50, AA_arousal = 65, choice = 1, AC_valence = 20, AC_arousal = 55    **Reasoning:**   - **Initial Emotions (AA):** Seeing Player 1 take $16 while giving Player 2 only $14 (despite $15 being fair) triggers frustration. My prosocial nature and justice sensitivity (27, below average but still present) make this unfairness feel intentional, leading to negative valence (-50). My higher emotional intensity (23 vs avg. 20.99) fuels strong arousal (65).   - **Choice:** I choose to **punish (1)**. Though costly ($8), my prosocial bias (9/9 cooperative choices) prioritizes punishing unfairness over personal gain. Letting this slide would contradict my core values.   - **Post-Choice Emotions (AC):** Punishing brings mild satisfaction (valence +20) from upholding fairness, but residual anger lingers (arousal 55) because I had to sacrifice $8 to enforce justice. My high emotional duration (14 vs avg. 12.33) prolongs the arousal
-58	38	1	12	58	70.0	20.0	AA_valence = -58, AA_arousal = 38, choice = 1, AC_valence = 12, AC_arousal = 58    **Reasoning:**   - **AA_valence (-58):** Seeing Player 1 keep $17 while giving Player 2 only $13 triggers strong dissatisfaction. My prosocial orientation (9 prosocial choices vs. societal 5.15) makes unfair allocations feel viscerally wrong, especially given my justice sensitivity (27 vs. societal 32.33). The imbalance outweighs the "normal risk" autism profile.   - **AA_arousal (38):** High emotional intensity (23 vs. societal 20.99) amplifies my reaction. Player 1’s selfishness sparks frustration, though routine-focused autism subscores (low Switching:11) temper extreme agitation.   - **Choice (1): Punish.** Despite the high cost ($7), my prosocial personality dominates. Zero competitive/individual choices in past decisions confirm I prioritize fairness over self-interest. Letting this slide would violate my core values.   - **AC_valence (12):** Relief overrides initial negativity after punishing. Upholding fairness aligns with my identity, easing guilt despite the financial hit. Low depression score (26) supports this resilience.   - **AC_arousal (58):** Post-action adrenaline surges. Emotional sensitivity (27 vs. societal 28.63) prolongs the intensity, but the *rightness* of punishing fuels energized resolve.    *[Note: Scores reflect profile-driven reactions—prosocial rigidity, moderate emotional reactivity, and below-average justice sensitivity intersecting with experimental context.]*
-80	75	1	60	25	140.0	-50.0	AA_valence = -80, AA_arousal = 75, choice = 1, AC_valence = 60, AC_arousal = 25    **Reasoning:**   Seeing Player 1 keep **$19** while giving only **$11** to Player 2 feels blatantly unfair. My prosocial nature (9 prosocial choices vs. society's 5.15) and strong emotional reactivity (total 64 vs. 61.96) trigger intense frustration (**AA_valence = -80**) and visceral anger (**AA_arousal = 75**). Though punishment costs me **$9**, my justice sensitivity (observer score 27) demands action against this exploitation.    Choosing **punish (1)** aligns with my core identity—prioritizing collective fairness over self-interest (0 individual/competitive choices). Reducing Player 1’s earnings to $0 delivers deep moral satisfaction, easing my initial anger (**AC_arousal = 25**) and replacing outrage with principled resolution (**AC_valence = 60**). The financial loss is secondary to upholding equity
-40	48	1	26	62	66.0	14.0	AA_valence = -40, AA_arousal = 48, choice = 1, AC_valence = 26, AC_arousal = 62    **Reasoning:**   - **AA_valence (-40):** Seeing Player 1 take **$19** while giving Player 2 only **$11** (far below the fair $15) triggers frustration. My prosocial orientation amplifies dissatisfaction with unfairness, despite societal justice sensitivity being lower.   - **AA_arousal (48):** The blatant inequity sparks strong irritation (emotional intensity subscore: 23 > avg 20.99), driving physiological arousal.   - **Choice (1/Punish):** As a consistently prosocial person (9 prosocial choices vs. 0 self/competitive), I prioritize punishing unfairness over personal cost. Paying **$5** to zero Player 1’s earnings feels morally necessary.   - **AC_valence (26):** Post-punishment, satisfaction surges from upholding fairness (depression score low—26 vs. avg 35—enabling positive rebound).   - **AC_arousal (62):** Adrenaline peaks after acting decisively; high emotional reactivity (total 64 > avg 61.96) sustains arousal.    **Subscore Anchors:**   - **Routine (8 < avg 9.4):** No rigidity—I adapt to punish injustice despite game repetition.   - **Imagination (10 < avg 16.97):** Concrete focus on the unfair act, not hypothetical outcomes.   - **Emotional intensity (23 > avg 20.99):** Fuels strong reactions to inequity and relief after punishing
-20	40	1	30	60	50.0	20.0	AA_valence = -20, AA_arousal = 40, choice = 1, AC_valence = 30, AC_arousal = 60    **Reasoning:**   As a prosocial person with heightened emotional intensity (23 vs avg 20.99), seeing Player 1 keep $16 while giving Player 2 only $14 triggers immediate irritation (negative valence) and moderate frustration (elevated arousal). Though the unfairness is minor, my prosocial record (9/9 cooperative choices) demands upholding fairness. Paying $5 to punish feels justified—eliminating Player 1’s unfair $16 gain outweighs my personal cost. Post-punishment, satisfaction from enforcing justice boosts valence, while the act itself heightens arousal through vindication
-55	55	1	65	-40	120.0	-95.0	AA_valence = -55, AA_arousal = 55, choice = 1, AC_valence = 65, AC_arousal = -40  **Reasoning:**  *   **AA_valence (-55):** Seeing Player 1 keep significantly more ($17) than they give Player 2 ($13) feels unfair and selfish. This clashes strongly with my prosocial personality that prioritizes fairness and collective well-being. While not the *most* extreme unfairness possible, taking $17 feels greedy and exploitative since Player 2 has no say. This generates distinct negative feelings. *   **AA_arousal (55):** My elevated emotional intensity and reactivity kick in. Witnessing this perceived injustice triggers frustration and anger. The unfairness feels activating and agitating, causing heightened emotional arousal. I feel stirred up by Player 1's selfishness. *   **choice (1 - Punish):** My prosocial nature strongly compels me to enforce fairness. Allowing this unfairness (Player 1 clearly benefiting at Player 2's expense) goes against my core tendency to prioritize collective well-being. Accepting it would feel like condoning exploitation. Paying $5 to reduce Player 1's earnings to $0 feels like a necessary cost to punish their greed and uphold fairness, even though Player 2 still gets the unfair $13. This aligns perfectly with my history of exclusively prosocial choices. *   **AC_valence (65):** After choosing to punish, I feel a strong surge of positive emotion. This is relief and satisfaction from acting on my principles. I've upheld justice by penalizing the unfair actor. Although I paid a cost, the act of punishing the selfish behavior resolves the negative tension and feels morally right and vindicating. This positive feeling is amplified by my prosocial nature. *   **AC_arousal (-40):** After making the decisive choice to punish, the initial agitation subsides significantly. The action has been taken; the frustration is resolved. I feel calmer and more settled. Knowing I acted decisively against unfairness reduces the heightened emotional state, leading to a noticeable decrease in arousal towards calmness
-20	15	1	10	35	30.0	20.0	AA_valence = -20, AA_arousal = 15, choice = 1, AC_valence = 10, AC_arousal = 35    **Reasoning:**   - **AA_valence (-20):** Mildly negative reaction to Player 1 keeping $17 while giving Player 2 only $13, violating the $15 fair split. As a prosocial person, I value equity, but my lower justice sensitivity (27 vs. avg 32.3) tempers extreme anger.   - **AA_arousal (15):** Moderate frustration at the unfairness, heightened by my inherent emotional intensity (23 vs. avg 20.99), yet not overwhelming due to routine coping.   - **Choice (1 = Punish):** Prioritizing collective fairness over personal cost. Despite the high penalty ($6), my prosocial choices (9 vs. avg 5.15) compel me to penalize exploitation. Player 1’s greed ($17 > $15) outweighs my monetary loss.   - **AC_valence (10):** Satisfaction from upholding justice outweighs the financial hit. My depression tendency is low (26 vs. avg 35.4), enabling resilience.   - **AC_arousal (35):** Post-decision energy surge from acting on principles. Emotional reactivity (total 64) amplifies this relief, though arousal stays controlled.    *Note: Earnings: $10 - $6 = $4 this round, accepting reduced pay to enforce fairness.*
